market_title,city,target_date,strike_type,market_low_temp,market_high_temp,market_single_strike,yes_bid,no_bid,state_collected_at,actual_high_temperature,actual_low_temperature,market_result
"Will the high temp in Chicago be 86-87° on Jun 16, 2025?",Chicago,2025-06-16,between,86,87,,33.00,65.00,2025-06-15 21:01:07,88,61,NO
"Will the **high temp in Denver** be <88° on Jun 16, 2025?",Denver,2025-06-16,less,,88,,0.00,95.00,2025-06-15 21:01:05,91,57,NO
"Will the **high temp in Denver** be >95° on Jun 16, 2025?",Denver,2025-06-16,greater,,95,,6.00,92.00,2025-06-15 21:01:05,91,57,NO
"Will the **high temp in Denver** be 88-89° on Jun 16, 2025?",Denver,2025-06-16,between,88,89,,6.00,92.00,2025-06-15 21:01:05,91,57,NO
"Will the **high temp in Denver** be 90-91° on Jun 16, 2025?",Denver,2025-06-16,between,90,91,,20.00,76.00,2025-06-15 21:01:05,91,57,YES
"Will the **high temp in Denver** be 92-93° on Jun 16, 2025?",Denver,2025-06-16,between,92,93,,35.00,61.00,2025-06-15 21:01:05,91,57,NO
"Will the **high temp in Denver** be 94-95° on Jun 16, 2025?",Denver,2025-06-16,between,94,95,,26.00,71.00,2025-06-15 21:01:05,91,57,NO
"Will the **high temp in LA** be <71° on Jun 16, 2025?",Los Angeles,2025-06-16,less,,71,,0.00,95.00,2025-06-15 21:01:05,75,61,NO
"Will the **high temp in LA** be >78° on Jun 16, 2025?",Los Angeles,2025-06-16,greater,,78,,0.00,96.00,2025-06-15 21:01:05,75,61,NO
"Will the **high temp in LA** be 71-72° on Jun 16, 2025?",Los Angeles,2025-06-16,between,71,72,,1.00,96.00,2025-06-15 21:01:05,75,61,NO
"Will the **high temp in LA** be 73-74° on Jun 16, 2025?",Los Angeles,2025-06-16,between,73,74,,38.00,59.00,2025-06-15 21:01:05,75,61,NO
"Will the **high temp in LA** be 75-76° on Jun 16, 2025?",Los Angeles,2025-06-16,between,75,76,,49.00,45.00,2025-06-15 21:01:05,75,61,YES
"Will the **high temp in LA** be 77-78° on Jun 16, 2025?",Los Angeles,2025-06-16,between,77,78,,8.00,90.00,2025-06-15 21:01:05,75,61,NO
"Will the **high temp in Miami** be <85° on Jun 16, 2025?",Miami,2025-06-16,less,,85,,0.00,99.00,2025-06-15 21:01:07,90,81,NO
"Will the **high temp in Miami** be >92° on Jun 16, 2025?",Miami,2025-06-16,greater,,92,,0.00,97.00,2025-06-15 21:01:06,90,81,NO
"Will the **high temp in Miami** be 85-86° on Jun 16, 2025?",Miami,2025-06-16,between,85,86,,0.00,98.00,2025-06-15 21:01:07,90,81,NO
"Will the **high temp in Miami** be 87-88° on Jun 16, 2025?",Miami,2025-06-16,between,87,88,,8.00,88.00,2025-06-15 21:01:07,90,81,NO
"Will the **high temp in Miami** be 89-90° on Jun 16, 2025?",Miami,2025-06-16,between,89,90,,62.00,37.00,2025-06-15 21:01:07,90,81,YES
"Will the **high temp in Miami** be 91-92° on Jun 16, 2025?",Miami,2025-06-16,between,91,92,,25.00,69.00,2025-06-15 21:01:07,90,81,NO
"Will the **high temp in NYC** be <66° on Jun 16, 2025?",New York,2025-06-16,less,,66,,22.00,73.00,2025-06-15 21:01:06,69,59,NO
"Will the **high temp in NYC** be >73° on Jun 16, 2025?",New York,2025-06-16,greater,,73,,0.00,95.00,2025-06-15 21:01:06,69,59,NO
"Will the **high temp in NYC** be 66-67° on Jun 16, 2025?",New York,2025-06-16,between,66,67,,43.00,54.00,2025-06-15 21:01:06,69,59,NO
"Will the **high temp in NYC** be 68-69° on Jun 16, 2025?",New York,2025-06-16,between,68,69,,25.00,71.00,2025-06-15 21:01:06,69,59,YES
"Will the **high temp in NYC** be 70-71° on Jun 16, 2025?",New York,2025-06-16,between,70,71,,0.00,95.00,2025-06-15 21:01:06,69,59,NO
"Will the **high temp in NYC** be 72-73° on Jun 16, 2025?",New York,2025-06-16,between,72,73,,0.00,95.00,2025-06-15 21:01:06,69,59,NO
"Will the **high temp in Philadelphia** be <67° on Jun 16, 2025?",Philadelphia,2025-06-16,less,,67,,0.00,92.00,2025-06-15 21:01:07,67,61,NO
"Will the **high temp in Philadelphia** be >74° on Jun 16, 2025?",Philadelphia,2025-06-16,greater,,74,,1.00,96.00,2025-06-15 21:01:07,67,61,NO
"Will the **high temp in Philadelphia** be 67-68° on Jun 16, 2025?",Philadelphia,2025-06-16,between,67,68,,12.00,82.00,2025-06-15 21:01:07,67,61,YES
"Will the **high temp in Philadelphia** be 69-70° on Jun 16, 2025?",Philadelphia,2025-06-16,between,69,70,,39.00,57.00,2025-06-15 21:01:07,67,61,NO
"Will the **high temp in Philadelphia** be 71-72° on Jun 16, 2025?",Philadelphia,2025-06-16,between,71,72,,29.00,65.00,2025-06-15 21:01:07,67,61,NO
"Will the **high temp in Philadelphia** be 73-74° on Jun 16, 2025?",Philadelphia,2025-06-16,between,73,74,,7.00,90.00,2025-06-15 21:01:07,67,61,NO
"Will the **high temp in Austin** be <92° on Jun 15, 2025?",Austin,2025-06-15,less,,92,,11.00,83.00,2025-06-14 21:00:56,97,70,NO
"Will the **high temp in Austin** be >99° on Jun 15, 2025?",Austin,2025-06-15,greater,,99,,0.00,95.00,2025-06-14 21:00:56,97,70,NO
"Will the **high temp in Austin** be 92-93° on Jun 15, 2025?",Austin,2025-06-15,between,92,93,,24.00,74.00,2025-06-14 21:00:56,97,70,NO
"Will the **high temp in Austin** be 94-95° on Jun 15, 2025?",Austin,2025-06-15,between,94,95,,35.00,59.00,2025-06-14 21:00:56,97,70,NO
"Will the **high temp in Austin** be 96-97° on Jun 15, 2025?",Austin,2025-06-15,between,96,97,,17.00,77.00,2025-06-14 21:00:56,97,70,YES
"Will the **high temp in Austin** be 98-99° on Jun 15, 2025?",Austin,2025-06-15,between,98,99,,3.00,96.00,2025-06-14 21:00:56,97,70,NO
"Will the high temp in Chicago be <78° on Jun 15, 2025?",Chicago,2025-06-15,less,,78,,8.00,88.00,2025-06-14 21:00:57,82,57,NO
"Will the high temp in Chicago be >85° on Jun 15, 2025?",Chicago,2025-06-15,greater,,85,,0.00,97.00,2025-06-14 21:00:57,82,57,NO
"Will the high temp in Chicago be 78-79° on Jun 15, 2025?",Chicago,2025-06-15,between,78,79,,18.00,77.00,2025-06-14 21:00:57,82,57,NO
"Will the high temp in Chicago be 80-81° on Jun 15, 2025?",Chicago,2025-06-15,between,80,81,,39.00,59.00,2025-06-14 21:00:57,82,57,NO
"Will the high temp in Chicago be 82-83° on Jun 15, 2025?",Chicago,2025-06-15,between,82,83,,24.00,70.00,2025-06-14 21:00:57,82,57,YES
"Will the high temp in Chicago be 84-85° on Jun 15, 2025?",Chicago,2025-06-15,between,84,85,,4.00,92.00,2025-06-14 21:00:57,82,57,NO
"Will the **high temp in Denver** be <88° on Jun 15, 2025?",Denver,2025-06-15,less,,88,,1.00,95.00,2025-06-14 21:00:55,94,54,NO
"Will the **high temp in Denver** be >95° on Jun 15, 2025?",Denver,2025-06-15,greater,,95,,9.00,86.00,2025-06-14 21:00:55,94,54,NO
"Will the **high temp in Denver** be 88-89° on Jun 15, 2025?",Denver,2025-06-15,between,88,89,,2.00,96.00,2025-06-14 21:00:55,94,54,NO
"Will the **high temp in Denver** be 90-91° on Jun 15, 2025?",Denver,2025-06-15,between,90,91,,15.00,80.00,2025-06-14 21:00:55,94,54,NO
"Will the **high temp in Denver** be 92-93° on Jun 15, 2025?",Denver,2025-06-15,between,92,93,,38.00,59.00,2025-06-14 21:00:55,94,54,NO
"Will the **high temp in Denver** be 94-95° on Jun 15, 2025?",Denver,2025-06-15,between,94,95,,32.00,63.00,2025-06-14 21:00:55,94,54,YES
"Will the **high temp in LA** be <69° on Jun 15, 2025?",Los Angeles,2025-06-15,less,,69,,0.00,95.00,2025-06-14 21:00:55,75,60,NO
"Will the **high temp in LA** be >76° on Jun 15, 2025?",Los Angeles,2025-06-15,greater,,76,,10.00,86.00,2025-06-14 21:00:55,75,60,NO
"Will the **high temp in LA** be 69-70° on Jun 15, 2025?",Los Angeles,2025-06-15,between,69,70,,0.00,96.00,2025-06-14 21:00:55,75,60,NO
"Will the **high temp in LA** be 71-72° on Jun 15, 2025?",Los Angeles,2025-06-15,between,71,72,,5.00,93.00,2025-06-14 21:00:55,75,60,NO
"Will the **high temp in LA** be 73-74° on Jun 15, 2025?",Los Angeles,2025-06-15,between,73,74,,38.00,58.00,2025-06-14 21:00:55,75,60,NO
"Will the **high temp in LA** be 75-76° on Jun 15, 2025?",Los Angeles,2025-06-15,between,75,76,,44.00,52.00,2025-06-14 21:00:55,75,60,YES
"Will the **high temp in Miami** be <85° on Jun 15, 2025?",Miami,2025-06-15,less,,85,,0.00,99.00,2025-06-14 21:00:56,90,79,NO
"Will the **high temp in Miami** be >92° on Jun 15, 2025?",Miami,2025-06-15,greater,,92,,0.00,96.00,2025-06-14 21:00:56,90,79,NO
"Will the **high temp in Miami** be 85-86° on Jun 15, 2025?",Miami,2025-06-15,between,85,86,,0.00,97.00,2025-06-14 21:00:56,90,79,NO
"Will the **high temp in Miami** be 87-88° on Jun 15, 2025?",Miami,2025-06-15,between,87,88,,17.00,80.00,2025-06-14 21:00:56,90,79,NO
"Will the **high temp in Miami** be 89-90° on Jun 15, 2025?",Miami,2025-06-15,between,89,90,,53.00,43.00,2025-06-14 21:00:56,90,79,YES
"Will the **high temp in Miami** be 91-92° on Jun 15, 2025?",Miami,2025-06-15,between,91,92,,22.00,73.00,2025-06-14 21:00:56,90,79,NO
"Will the **high temp in NYC** be <64° on Jun 15, 2025?",New York,2025-06-15,less,,64,,44.00,54.00,2025-06-14 21:00:55,64,59,NO
"Will the **high temp in NYC** be >71° on Jun 15, 2025?",New York,2025-06-15,greater,,71,,0.00,95.00,2025-06-14 21:00:55,64,59,NO
"Will the **high temp in NYC** be 64-65° on Jun 15, 2025?",New York,2025-06-15,between,64,65,,39.00,58.00,2025-06-14 21:00:55,64,59,YES
"Will the **high temp in NYC** be 66-67° on Jun 15, 2025?",New York,2025-06-15,between,66,67,,11.00,84.00,2025-06-14 21:00:55,64,59,NO
"Will the **high temp in NYC** be 68-69° on Jun 15, 2025?",New York,2025-06-15,between,68,69,,2.00,95.00,2025-06-14 21:00:55,64,59,NO
"Will the **high temp in NYC** be 70-71° on Jun 15, 2025?",New York,2025-06-15,between,70,71,,0.00,95.00,2025-06-14 21:00:55,64,59,NO
"Will the **high temp in Philadelphia** be <65° on Jun 15, 2025?",Philadelphia,2025-06-15,less,,65,,7.00,89.00,2025-06-14 21:00:57,65,59,NO
"Will the **high temp in Philadelphia** be >72° on Jun 15, 2025?",Philadelphia,2025-06-15,greater,,72,,3.00,95.00,2025-06-14 21:00:57,65,59,NO
"Will the **high temp in Philadelphia** be 65-66° on Jun 15, 2025?",Philadelphia,2025-06-15,between,65,66,,16.00,78.00,2025-06-14 21:00:57,65,59,YES
"Will the **high temp in Philadelphia** be 67-68° on Jun 15, 2025?",Philadelphia,2025-06-15,between,67,68,,37.00,61.00,2025-06-14 21:00:57,65,59,NO
"Will the **high temp in Philadelphia** be 69-70° on Jun 15, 2025?",Philadelphia,2025-06-15,between,69,70,,23.00,75.00,2025-06-14 21:00:57,65,59,NO
"Will the **high temp in Philadelphia** be 71-72° on Jun 15, 2025?",Philadelphia,2025-06-15,between,71,72,,5.00,89.00,2025-06-14 21:00:57,65,59,NO
"Will the **high temp in Austin** be <91° on Jun 14, 2025?",Austin,2025-06-14,less,,91,,3.00,91.00,2025-06-13 21:00:16,95,72,NO
"Will the **high temp in Austin** be >98° on Jun 14, 2025?",Austin,2025-06-14,greater,,98,,0.00,95.00,2025-06-13 21:00:16,95,72,NO
"Will the **high temp in Austin** be 91-92° on Jun 14, 2025?",Austin,2025-06-14,between,91,92,,20.00,74.00,2025-06-13 21:00:16,95,72,NO
"Will the **high temp in Austin** be 93-94° on Jun 14, 2025?",Austin,2025-06-14,between,93,94,,40.00,57.00,2025-06-13 21:00:16,95,72,NO
"Will the **high temp in Austin** be 95-96° on Jun 14, 2025?",Austin,2025-06-14,between,95,96,,21.00,74.00,2025-06-13 21:00:16,95,72,YES
"Will the **high temp in Austin** be 97-98° on Jun 14, 2025?",Austin,2025-06-14,between,97,98,,7.00,90.00,2025-06-13 21:00:16,95,72,NO
"Will the high temp in Chicago be <77° on Jun 14, 2025?",Chicago,2025-06-14,less,,77,,53.00,41.00,2025-06-13 21:00:17,76,58,NO
"Will the high temp in Chicago be >84° on Jun 14, 2025?",Chicago,2025-06-14,greater,,84,,0.00,96.00,2025-06-13 21:00:17,76,58,NO
"Will the high temp in Chicago be 77-78° on Jun 14, 2025?",Chicago,2025-06-14,between,77,78,,24.00,71.00,2025-06-13 21:00:17,76,58,NO
"Will the high temp in Chicago be 79-80° on Jun 14, 2025?",Chicago,2025-06-14,between,79,80,,9.00,89.00,2025-06-13 21:00:17,76,58,NO
"Will the high temp in Chicago be 81-82° on Jun 14, 2025?",Chicago,2025-06-14,between,81,82,,3.00,91.00,2025-06-13 21:00:17,76,58,NO
"Will the high temp in Chicago be 83-84° on Jun 14, 2025?",Chicago,2025-06-14,between,83,84,,0.00,94.00,2025-06-13 21:00:17,76,58,NO
"Will the **high temp in Denver** be <87° on Jun 14, 2025?",Denver,2025-06-14,less,,87,,1.00,96.00,2025-06-13 21:00:16,92,53,NO
"Will the **high temp in Denver** be >94° on Jun 14, 2025?",Denver,2025-06-14,greater,,94,,11.00,85.00,2025-06-13 21:00:16,92,53,NO
"Will the **high temp in Denver** be 87-88° on Jun 14, 2025?",Denver,2025-06-14,between,87,88,,1.00,97.00,2025-06-13 21:00:16,92,53,NO
"Will the **high temp in Denver** be 89-90° on Jun 14, 2025?",Denver,2025-06-14,between,89,90,,8.00,89.00,2025-06-13 21:00:16,92,53,NO
"Will the **high temp in Denver** be 91-92° on Jun 14, 2025?",Denver,2025-06-14,between,91,92,,33.00,63.00,2025-06-13 21:00:16,92,53,YES
"Will the **high temp in Denver** be 93-94° on Jun 14, 2025?",Denver,2025-06-14,between,93,94,,36.00,58.00,2025-06-13 21:00:16,92,53,NO
"Will the **high temp in LA** be <68° on Jun 14, 2025?",Los Angeles,2025-06-14,less,,68,,0.00,95.00,2025-06-13 21:00:16,73,62,NO
"Will the **high temp in LA** be >75° on Jun 14, 2025?",Los Angeles,2025-06-14,greater,,75,,1.00,93.00,2025-06-13 21:00:16,73,62,NO
"Will the **high temp in LA** be 68-69° on Jun 14, 2025?",Los Angeles,2025-06-14,between,68,69,,0.00,98.00,2025-06-13 21:00:16,73,62,NO
"Will the **high temp in LA** be 70-71° on Jun 14, 2025?",Los Angeles,2025-06-14,between,70,71,,19.00,76.00,2025-06-13 21:00:16,73,62,NO
"Will the **high temp in LA** be 72-73° on Jun 14, 2025?",Los Angeles,2025-06-14,between,72,73,,42.00,54.00,2025-06-13 21:00:16,73,62,YES
"Will the **high temp in LA** be 74-75° on Jun 14, 2025?",Los Angeles,2025-06-14,between,74,75,,29.00,66.00,2025-06-13 21:00:16,73,62,NO
"Will the **high temp in Miami** be <85° on Jun 14, 2025?",Miami,2025-06-14,less,,85,,0.00,95.00,2025-06-13 21:00:17,89,80,NO
"Will the **high temp in Miami** be >92° on Jun 14, 2025?",Miami,2025-06-14,greater,,92,,0.00,94.00,2025-06-13 21:00:17,89,80,NO
"Will the **high temp in Miami** be 85-86° on Jun 14, 2025?",Miami,2025-06-14,between,85,86,,0.00,96.00,2025-06-13 21:00:17,89,80,NO
"Will the **high temp in Miami** be 87-88° on Jun 14, 2025?",Miami,2025-06-14,between,87,88,,14.00,81.00,2025-06-13 21:00:17,89,80,NO
"Will the **high temp in Miami** be 89-90° on Jun 14, 2025?",Miami,2025-06-14,between,89,90,,48.00,46.00,2025-06-13 21:00:17,89,80,YES
"Will the **high temp in Miami** be 91-92° on Jun 14, 2025?",Miami,2025-06-14,between,91,92,,26.00,70.00,2025-06-13 21:00:17,89,80,NO
"Will the **high temp in NYC** be <65° on Jun 14, 2025?",New York,2025-06-14,less,,65,,1.00,91.00,2025-06-13 21:00:16,73,60,NO
"Will the **high temp in NYC** be >72° on Jun 14, 2025?",New York,2025-06-14,greater,,72,,0.00,97.00,2025-06-13 21:00:16,73,60,NO
"Will the **high temp in NYC** be 65-66° on Jun 14, 2025?",New York,2025-06-14,between,65,66,,10.00,86.00,2025-06-13 21:00:16,73,60,NO
"Will the **high temp in NYC** be 67-68° on Jun 14, 2025?",New York,2025-06-14,between,67,68,,38.00,59.00,2025-06-13 21:00:16,73,60,NO
"Will the **high temp in NYC** be 69-70° on Jun 14, 2025?",New York,2025-06-14,between,69,70,,37.00,57.00,2025-06-13 21:00:16,73,60,NO
"Will the **high temp in NYC** be 71-72° on Jun 14, 2025?",New York,2025-06-14,between,71,72,,3.00,93.00,2025-06-13 21:00:16,73,60,NO
"Will the **high temp in Philadelphia** be <68° on Jun 14, 2025?",Philadelphia,2025-06-14,less,,68,,0.00,95.00,2025-06-13 21:00:17,75,65,NO
"Will the **high temp in Philadelphia** be >75° on Jun 14, 2025?",Philadelphia,2025-06-14,greater,,75,,0.00,96.00,2025-06-13 21:00:17,75,65,NO
"Will the **high temp in Philadelphia** be 68-69° on Jun 14, 2025?",Philadelphia,2025-06-14,between,68,69,,25.00,69.00,2025-06-13 21:00:17,75,65,NO
"Will the **high temp in Philadelphia** be 70-71° on Jun 14, 2025?",Philadelphia,2025-06-14,between,70,71,,46.00,50.00,2025-06-13 21:00:17,75,65,NO
"Will the **high temp in Philadelphia** be 72-73° on Jun 14, 2025?",Philadelphia,2025-06-14,between,72,73,,19.00,76.00,2025-06-13 21:00:17,75,65,NO
"Will the **high temp in Philadelphia** be 74-75° on Jun 14, 2025?",Philadelphia,2025-06-14,between,74,75,,0.00,96.00,2025-06-13 21:00:17,75,65,YES
"Will the **high temp in Austin** be <91° on Jun 13, 2025?",Austin,2025-06-13,less,,91,,17.00,77.00,2025-06-12 21:00:15,95,65,NO
"Will the **high temp in Austin** be >98° on Jun 13, 2025?",Austin,2025-06-13,greater,,98,,0.00,95.00,2025-06-12 21:00:15,95,65,NO
"Will the **high temp in Austin** be 91-92° on Jun 13, 2025?",Austin,2025-06-13,between,91,92,,29.00,67.00,2025-06-12 21:00:15,95,65,NO
"Will the **high temp in Austin** be 93-94° on Jun 13, 2025?",Austin,2025-06-13,between,93,94,,35.00,61.00,2025-06-12 21:00:15,95,65,NO
"Will the **high temp in Austin** be 95-96° on Jun 13, 2025?",Austin,2025-06-13,between,95,96,,9.00,86.00,2025-06-12 21:00:15,95,65,YES
"Will the **high temp in Austin** be 97-98° on Jun 13, 2025?",Austin,2025-06-13,between,97,98,,2.00,96.00,2025-06-12 21:00:15,95,65,NO
"Will the high temp in Chicago be <78° on Jun 13, 2025?",Chicago,2025-06-13,less,,78,,31.00,65.00,2025-06-12 21:00:16,71,60,NO
"Will the high temp in Chicago be >85° on Jun 13, 2025?",Chicago,2025-06-13,greater,,85,,4.00,95.00,2025-06-12 21:00:16,71,60,NO
"Will the high temp in Chicago be 78-79° on Jun 13, 2025?",Chicago,2025-06-13,between,78,79,,27.00,70.00,2025-06-12 21:00:16,71,60,NO
"Will the high temp in Chicago be 80-81° on Jun 13, 2025?",Chicago,2025-06-13,between,80,81,,29.00,67.00,2025-06-12 21:00:16,71,60,NO
"Will the high temp in Chicago be 82-83° on Jun 13, 2025?",Chicago,2025-06-13,between,82,83,,5.00,92.00,2025-06-12 21:00:16,71,60,NO
"Will the high temp in Chicago be 84-85° on Jun 13, 2025?",Chicago,2025-06-13,between,84,85,,3.00,96.00,2025-06-12 21:00:16,71,60,NO
"Will the **high temp in Denver** be <83° on Jun 13, 2025?",Denver,2025-06-13,less,,83,,0.00,93.00,2025-06-12 21:00:15,86,54,NO
"Will the **high temp in Denver** be >90° on Jun 13, 2025?",Denver,2025-06-13,greater,,90,,8.00,87.00,2025-06-12 21:00:15,86,54,NO
"Will the **high temp in Denver** be 83-84° on Jun 13, 2025?",Denver,2025-06-13,between,83,84,,1.00,95.00,2025-06-12 21:00:15,86,54,NO
"Will the **high temp in Denver** be 85-86° on Jun 13, 2025?",Denver,2025-06-13,between,85,86,,8.00,90.00,2025-06-12 21:00:15,86,54,YES
"Will the **high temp in Denver** be 87-88° on Jun 13, 2025?",Denver,2025-06-13,between,87,88,,29.00,70.00,2025-06-12 21:00:15,86,54,NO
"Will the **high temp in Denver** be 89-90° on Jun 13, 2025?",Denver,2025-06-13,between,89,90,,38.00,56.00,2025-06-12 21:00:15,86,54,NO
"Will the **high temp in LA** be <67° on Jun 13, 2025?",Los Angeles,2025-06-13,less,,67,,0.00,98.00,2025-06-12 21:00:15,72,63,NO
"Will the **high temp in LA** be >74° on Jun 13, 2025?",Los Angeles,2025-06-13,greater,,74,,0.00,96.00,2025-06-12 21:00:15,72,63,NO
"Will the **high temp in LA** be 67-68° on Jun 13, 2025?",Los Angeles,2025-06-13,between,67,68,,4.00,90.00,2025-06-12 21:00:15,72,63,NO
"Will the **high temp in LA** be 69-70° on Jun 13, 2025?",Los Angeles,2025-06-13,between,69,70,,39.00,55.00,2025-06-12 21:00:15,72,63,NO
"Will the **high temp in LA** be 71-72° on Jun 13, 2025?",Los Angeles,2025-06-13,between,71,72,,39.00,58.00,2025-06-12 21:00:15,72,63,YES
"Will the **high temp in LA** be 73-74° on Jun 13, 2025?",Los Angeles,2025-06-13,between,73,74,,8.00,87.00,2025-06-12 21:00:15,72,63,NO
"Will the **high temp in Miami** be <85° on Jun 13, 2025?",Miami,2025-06-13,less,,85,,0.00,95.00,2025-06-12 21:00:16,89,76,NO
"Will the **high temp in Miami** be >92° on Jun 13, 2025?",Miami,2025-06-13,greater,,92,,1.00,93.00,2025-06-12 21:00:16,89,76,NO
"Will the **high temp in Miami** be 85-86° on Jun 13, 2025?",Miami,2025-06-13,between,85,86,,1.00,95.00,2025-06-12 21:00:16,89,76,NO
"Will the **high temp in Miami** be 87-88° on Jun 13, 2025?",Miami,2025-06-13,between,87,88,,14.00,81.00,2025-06-12 21:00:16,89,76,NO
"Will the **high temp in Miami** be 89-90° on Jun 13, 2025?",Miami,2025-06-13,between,89,90,,47.00,49.00,2025-06-12 21:00:16,89,76,YES
"Will the **high temp in Miami** be 91-92° on Jun 13, 2025?",Miami,2025-06-13,between,91,92,,30.00,68.00,2025-06-12 21:00:16,89,76,NO
"Will the **high temp in NYC** be <76° on Jun 13, 2025?",New York,2025-06-13,less,,76,,26.00,72.00,2025-06-12 21:00:15,83,68,NO
"Will the **high temp in NYC** be >83° on Jun 13, 2025?",New York,2025-06-13,greater,,83,,0.00,95.00,2025-06-12 21:00:15,83,68,NO
"Will the **high temp in NYC** be 76-77° on Jun 13, 2025?",New York,2025-06-13,between,76,77,,39.00,55.00,2025-06-12 21:00:15,83,68,NO
"Will the **high temp in NYC** be 78-79° on Jun 13, 2025?",New York,2025-06-13,between,78,79,,24.00,71.00,2025-06-12 21:00:15,83,68,NO
"Will the **high temp in NYC** be 80-81° on Jun 13, 2025?",New York,2025-06-13,between,80,81,,2.00,95.00,2025-06-12 21:00:15,83,68,NO
"Will the **high temp in NYC** be 82-83° on Jun 13, 2025?",New York,2025-06-13,between,82,83,,0.00,95.00,2025-06-12 21:00:15,83,68,YES
"Will the **high temp in Philadelphia** be <82° on Jun 13, 2025?",Philadelphia,2025-06-13,less,,82,,3.00,91.00,2025-06-12 21:00:16,87,72,NO
"Will the **high temp in Philadelphia** be >89° on Jun 13, 2025?",Philadelphia,2025-06-13,greater,,89,,0.00,94.00,2025-06-12 21:00:16,87,72,NO
"Will the **high temp in Philadelphia** be 82-83° on Jun 13, 2025?",Philadelphia,2025-06-13,between,82,83,,22.00,72.00,2025-06-12 21:00:16,87,72,NO
"Will the **high temp in Philadelphia** be 84-85° on Jun 13, 2025?",Philadelphia,2025-06-13,between,84,85,,42.00,52.00,2025-06-12 21:00:16,87,72,NO
"Will the **high temp in Philadelphia** be 86-87° on Jun 13, 2025?",Philadelphia,2025-06-13,between,86,87,,16.00,78.00,2025-06-12 21:00:16,87,72,YES
"Will the **high temp in Philadelphia** be 88-89° on Jun 13, 2025?",Philadelphia,2025-06-13,between,88,89,,2.00,94.00,2025-06-12 21:00:16,87,72,NO
"Will the **high temp in Austin** be <83° on Jun 12, 2025?",Austin,2025-06-12,less,,83,,1.00,86.00,2025-06-11 21:00:14,86,70,NO
"Will the **high temp in Austin** be >90° on Jun 12, 2025?",Austin,2025-06-12,greater,,90,,7.00,82.00,2025-06-11 21:00:14,86,70,NO
"Will the **high temp in Austin** be 83-84° on Jun 12, 2025?",Austin,2025-06-12,between,83,84,,2.00,81.00,2025-06-11 21:00:14,86,70,NO
"Will the **high temp in Austin** be 85-86° on Jun 12, 2025?",Austin,2025-06-12,between,85,86,,11.00,73.00,2025-06-11 21:00:14,86,70,YES
"Will the **high temp in Austin** be 87-88° on Jun 12, 2025?",Austin,2025-06-12,between,87,88,,33.00,52.00,2025-06-11 21:00:14,86,70,NO
"Will the **high temp in Austin** be 89-90° on Jun 12, 2025?",Austin,2025-06-12,between,89,90,,28.00,61.00,2025-06-11 21:00:14,86,70,NO
"Will the high temp in Chicago be <79° on Jun 12, 2025?",Chicago,2025-06-12,less,,79,,6.00,89.00,2025-06-11 21:00:15,89,66,NO
"Will the high temp in Chicago be >86° on Jun 12, 2025?",Chicago,2025-06-12,greater,,86,,3.00,88.00,2025-06-11 21:00:15,89,66,NO
"Will the high temp in Chicago be 79-80° on Jun 12, 2025?",Chicago,2025-06-12,between,79,80,,17.00,74.00,2025-06-11 21:00:15,89,66,NO
"Will the high temp in Chicago be 81-82° on Jun 12, 2025?",Chicago,2025-06-12,between,81,82,,30.00,58.00,2025-06-11 21:00:15,89,66,NO
"Will the high temp in Chicago be 83-84° on Jun 12, 2025?",Chicago,2025-06-12,between,83,84,,30.00,59.00,2025-06-11 21:00:15,89,66,NO
"Will the high temp in Chicago be 85-86° on Jun 12, 2025?",Chicago,2025-06-12,between,85,86,,10.00,77.00,2025-06-11 21:00:15,89,66,NO
"Will the **high temp in Denver** be <84° on Jun 12, 2025?",Denver,2025-06-12,less,,84,,0.00,95.00,2025-06-11 21:00:13,88,55,NO
"Will the **high temp in Denver** be >91° on Jun 12, 2025?",Denver,2025-06-12,greater,,91,,1.00,88.00,2025-06-11 21:00:13,88,55,NO
"Will the **high temp in Denver** be 84-85° on Jun 12, 2025?",Denver,2025-06-12,between,84,85,,1.00,92.00,2025-06-11 21:00:13,88,55,NO
"Will the **high temp in Denver** be 86-87° on Jun 12, 2025?",Denver,2025-06-12,between,86,87,,20.00,67.00,2025-06-11 21:00:13,88,55,NO
"Will the **high temp in Denver** be 88-89° on Jun 12, 2025?",Denver,2025-06-12,between,88,89,,34.00,50.00,2025-06-11 21:00:13,88,55,YES
"Will the **high temp in Denver** be 90-91° on Jun 12, 2025?",Denver,2025-06-12,between,90,91,,26.00,61.00,2025-06-11 21:00:13,88,55,NO
"Will the **high temp in LA** be <69° on Jun 12, 2025?",Los Angeles,2025-06-12,less,,69,,17.00,73.00,2025-06-11 21:00:14,71,62,NO
"Will the **high temp in LA** be >76° on Jun 12, 2025?",Los Angeles,2025-06-12,greater,,76,,0.00,96.00,2025-06-11 21:00:14,71,62,NO
"Will the **high temp in LA** be 69-70° on Jun 12, 2025?",Los Angeles,2025-06-12,between,69,70,,41.00,50.00,2025-06-11 21:00:14,71,62,NO
"Will the **high temp in LA** be 71-72° on Jun 12, 2025?",Los Angeles,2025-06-12,between,71,72,,35.00,52.00,2025-06-11 21:00:14,71,62,YES
"Will the **high temp in LA** be 73-74° on Jun 12, 2025?",Los Angeles,2025-06-12,between,73,74,,4.00,88.00,2025-06-11 21:00:14,71,62,NO
